staff_id,restaurant_id,start_persona,final_persona,total_days,exit_day
f8c30cf7426cefea2e2bfd8e6e8bc1508131d2d9,153,enthusiastic_rookie,quiet_pro,365,
f936ac8d4e8e2293b91c90aeb6e88e131e92cc58,153,snarky_rookie,exit,1,1
b61fcb7f32c0ad08cc3e9b365cf48da968495dd3,153,enthusiastic_rookie,exit,8,8
a04e1267029bbadb1eb7e7353b017f1bfc5ad843,153,enthusiastic_rookie,exit,127,127
66ecaa77960d5f1bada1f97f10b8e393dede5943,153,enthusiastic_rookie,quiet_pro,365,
54e08da8a72dfd4398d91235d14d4f386d757da5,153,burned_idealist,exit,4,4
b89b3375e0ac4d8afda9fbc0449c4b06393c3ea2,153,lazy_rookie,exit,1,1
4ce832f5e1eb395a7d407ec6148fa8656cfeba8e,153,emerging_leader,quiet_pro,365,
23f232049eaaf8efb88f75a3f4951afea286dc81,153,lazy_rookie,exit,24,24
ea6100ed01649c22788972ab92b88f22267bcbaf,153,lazy_rookie,exit,3,3
902772035af63645c1bf88ffc8912954825ea15d,153,social_glue,quiet_pro,365,
f295addc43cc9599d190e37a15fa67190141841a,153,lazy_rookie,exit,62,62
d8b7be079a7eb997afcbe139bb0680395e35da85,153,workhorse,quiet_pro,365,
f54ff3a77a12316781e1a7c46c35054a656f790a,153,enthusiastic_rookie,quiet_pro,365,
176ce6d59fcfe239cea0da68c406f82ec0cf6bc6,153,snarky_rookie,exit,13,13
f3175e61b88afdc041f81264380d4594c4f0a267,153,snarky_rookie,exit,27,27
ea78d780e7d0f9877dde4c31b4927e771dfc574b,153,enthusiastic_rookie,quiet_pro,365,
337f9eb4a529bdcb2606e56ef3209e7140bb3e22,153,snarky_rookie,exit,34,34
a3461e27c0135812add9e73e8ae4d56b8c21fe77,153,snarky_rookie,exit,321,321
8f2da9d245edb4f0e30101ae4da346d9386c1b2d,153,lazy_rookie,exit,27,27
7e44ec9171909f55464ebc60c8f51d3b1d38cfa3,153,workhorse,quiet_pro,365,
ca3e3b4194cafe3fe72fea083bdce952ca185dc9,153,lazy_rookie,exit,47,47
fae856bd6b7a700f18349f8f32de44c5073dc9c3,153,enthusiastic_rookie,exit,37,37
1ddc28cfdb9252dd64e8aba63d6b5434b015ddb3,153,lazy_rookie,exit,16,16
5b5423117a6069d73ff3d0ae94a26cff58e61354,153,lazy_rookie,exit,1,1
ab975216b7cbb3ef0c895ef935a382849fe3bf2c,153,lazy_rookie,exit,39,39
f9bb3fcbae3c340b2c66f8cf00858d7f5e33d103,153,enthusiastic_rookie,exit,292,292
1d87d732492ec24cec66aa915b5ba6966db42fd9,153,enthusiastic_rookie,exit,16,16
8dae869712edc72c913a0304a3e20ce61861dcd8,153,enthusiastic_rookie,exit,24,24
04a0c04e111abdc32de596fb3344716f496bf394,153,snarky_rookie,exit,57,57
7e1bff78dc6528845ee33f31d25ccac97cd05126,153,burned_idealist,exit,1,1
d76cbb3074278f80b7b727027c5e51f74d0e37a9,153,workhorse,exit,25,25
d0c67f3eab20c26678a315f04a87075e1dbafabf,153,social_glue,quiet_pro,365,
24e8a8d769a2817be9613988324bd3809c6a9f2e,153,lazy_rookie,lazy_rookie,365,
42d9384e960030044c8be4d1f5e4d97433a435ce,153,burned_idealist,exit,7,7
3fed9726e8f7d4063eacd18a8e904820895b42c6,153,burned_idealist,exit,1,1
fd6cb8a180efa888a9267f698144085c644f0297,153,overwhelmed_rookie,exit,88,88
d7619bdf50b7b84f294bdb03ce1a34a584b17c24,153,snarky_rookie,exit,14,14
fb3f804b8462203e0f32a90c371e1eda199e767b,154,enthusiastic_rookie,quiet_pro,365,
c346c2d4be919b10e4356211c2ac00db9d27c0d8,154,overwhelmed_rookie,exit,1,1
2823280945af10746ff5b42c4d2b8ec74be92ec5,154,lazy_rookie,exit,57,57
a609f55e085d6964e01227b9133e77198204a69f,154,ghoster_in_training,cynical_anchor,365,
a49f4e5ea348633f9ba0b98cf042eaf3ef7d15cc,154,enthusiastic_rookie,exit,43,43
1e3bb258c41286ac5e1a9b29e38e2a16519f2c3f,154,enthusiastic_rookie,quiet_pro,365,
cb2a7c711572388c39c8ae4cae351a2091e3bcbe,154,workhorse,quiet_pro,365,
65b1d543197fd77135103b0640c5e3304d888375,154,overwhelmed_rookie,exit,71,71
7e2138a8a689c08fd6f7c340ea39fbd9f0bea8e4,154,lazy_rookie,exit,1,1
b55d113459a79d2e5dcc901bc692be43bcb4b0da,154,enthusiastic_rookie,exit,147,147
a9edd6e8155701a7a1f9a637429120a8a321655a,154,enthusiastic_rookie,exit,111,111
23bfad4669d8c3a1dfb33b309586d6820f696499,154,enthusiastic_rookie,quiet_pro,365,
08ae7c72c6fd3de129442752cda0ee2403f3764b,154,snarky_rookie,exit,1,1
cc58b184d58715ccd14290eff93fa9b900e5d259,154,overwhelmed_rookie,exit,86,86
f7973a934c312b3ee622bd973e0a9579145ed29e,154,lazy_rookie,exit,1,1
5fc0ea504edfdc0fd3aff7e710ae390fd761848a,154,ghoster_in_training,exit,4,4
4b4f6fb3cd9864bc0c549a499431d8a4d9921e7a,154,lazy_rookie,exit,1,1
62f587871259c40306f36331f547ab2a137bad0d,154,snarky_rookie,snarky_rookie,365,
ad63e15de19c00cc5954092165c369d63697d652,154,snarky_rookie,snarky_rookie,365,
61b1519917b922695619ed57e4156471b8aad5b9,154,burned_idealist,exit,15,15
86c9ab0541ca8851d40dbaa3da58016b041de45c,154,snarky_rookie,exit,65,65
ee7aafeda5c14df749c9cf66cac1fea750f76eed,154,lazy_rookie,exit,131,131
23b1501cf99ee2e28e8c8ca354ede4822b2f0eb4,154,overwhelmed_rookie,exit,77,77
f728c3990799c6535ebf69a1e8b312c62cbaad0d,154,ghoster_in_training,exit,34,34
ff4afcebfaa148eada4610e9a4915dbd4f514e73,154,enthusiastic_rookie,exit,90,90
9325fc552a6896109ee98f69bf3153f831f79ecf,154,enthusiastic_rookie,quiet_pro,365,
37768740e2bcb163bc2e3b62c9047fe74c6cb8a3,154,enthusiastic_rookie,quiet_pro,365,
38d6ac7f93f644d8fb1dd48fd6ec5694f2e313db,154,enthusiastic_rookie,quiet_pro,365,
95dc11c22baeb80fb7774678a2171466462b6610,154,lazy_rookie,exit,1,1
83732cad3236ed0bd448bcb616a60694f5ab0528,154,snarky_rookie,exit,37,37
17b3cb4c85a432a5924e8541a9ca035f0475e661,154,workhorse,exit,27,27
f8099a9b69e6c028a661179929fafae7c941e761,154,social_glue,exit,1,1
362b3a80e7830d33cfe137672dee91d4a69e305d,154,ghoster_in_training,exit,27,27
e3ab1b6875b79c9767cfdca3c312d3a9431d007d,155,quiet_pro,exit,15,15
7598daa78daad41ede3207af15df320a41ce30cf,155,workhorse,quiet_pro,365,
ee8a338d2a2ac39c1dba7690c6f82a137aa9b021,155,enthusiastic_rookie,exit,68,68
bcb8d5fe2e32314e1cb58fb898881ec5d2b87085,155,workhorse,quiet_pro,365,
3c0b1f6d8dc774e283a759aa2ec8ffcc02682f7e,155,social_glue,quiet_pro,365,
daeddd4842f35a11538bbb7328be27dd58bf3b8d,155,lazy_rookie,exit,1,1
ba697bdcaacc901ca97b7216687067f3c2437e56,155,lazy_rookie,exit,1,1
718da822893af9e1bab441a48f987ee29d4b507f,155,enthusiastic_rookie,quiet_pro,365,
a2a585f522dd29a154c4bd829c3a90869792fe25,155,snarky_rookie,exit,204,204
ba586a2b229778f698c6c76c861344c56ee4a992,155,burned_idealist,exit,1,1
e4f0f7d780412d3d47caf2d8d4cf0ce614e3d169,155,lazy_rookie,lazy_rookie,365,
80af19653b228b5cf9447a3b0fa384bc37c2d1c2,155,enthusiastic_rookie,quiet_pro,365,
32625e39833aaf5b1beabb5cab555e4c3141517c,155,enthusiastic_rookie,quiet_pro,365,
de91cd933a43ae67ded29e5ffbb6d3e2e70718b4,155,workhorse,quiet_pro,365,
20349fbcac81d2a992e3fc0b9331b8125269759f,155,enthusiastic_rookie,exit,150,150
ba567d7d9a36ccc90abcbea3ec77a13d8b830409,155,enthusiastic_rookie,quiet_pro,365,
368cb24c6fd94f0367b16a8742a26e18a97061b0,155,burned_idealist,exit,16,16
e598e2abbe91d8346cbdda36be6b7788f2e997c4,155,workhorse,exit,1,1
00c5e203ae45d705c445cac0a40496cc6cfafb83,155,workhorse,exit,12,12
f6ce23eb87c8b960189b7c4b5ef1bba60a15aeb0,155,social_glue,exit,17,17
21a281ea0f52f40a99cd7c2c8366435e727eb195,155,burned_idealist,exit,1,1
981ebd4b517da6b50e2eadc7f506987d16b54c45,155,enthusiastic_rookie,exit,29,29
276ceae1def4ad967ad27e6b8f5a6bdd8610ccea,155,snarky_rookie,exit,22,22
de34117f0c52b0c1423e69944aff198c331fb402,155,enthusiastic_rookie,quiet_pro,365,
8472e1d873b1566a182e6e58571cbc2582f49f8d,155,enthusiastic_rookie,exit,13,13
9636b8445a6682d306c6785747237865c8215cb8,155,workhorse,exit,175,175
11ec17d933257491f0f2c10e53045826797f00ad,155,enthusiastic_rookie,quiet_pro,365,
d85a6c2409b22bb43fbfc65804c3cd349a532523,156,enthusiastic_rookie,quiet_pro,365,
5b0221c78606723b389361ccb11e0a315b968307,156,quiet_pro,quiet_pro,365,
cc16b479de3d1b4d20d0e26b600f96987ab1925e,156,workhorse,quiet_pro,365,
85608364e39cf7586bf1b7bb256ac49bab9d2e45,156,burned_idealist,exit,1,1
102cb82d0b92ddb4c0772f3f208f41d5a6a5a04b,156,enthusiastic_rookie,exit,28,28
8b1d7a7444804b2451d35dc3906bcd6e6080ce79,156,snarky_rookie,exit,6,6
78c67be69c700cc6f7ab485ee1de4c878c2ea9b9,156,enthusiastic_rookie,exit,19,19
6e4c12bec9de29c534f96d546029aa8ecf70a788,156,enthusiastic_rookie,exit,17,17
7fca13edc8950ef84ad3d2a11f6f8529754d7bf6,156,workhorse,exit,44,44
6239051e2ca7926044c341e76bdd3efcdeb3a4f0,156,enthusiastic_rookie,exit,22,22
0f6441f2f8831a87bf76c013e90f0b0982a2aea6,156,burned_idealist,exit,4,4
4ef4dd712f6cba0940aa1fca3b8163f9bf3de8a1,156,cynical_anchor,cynical_anchor,365,
afbe4a2a42eaeb511d00b9d9df1a82aad442b645,156,workhorse,quiet_pro,365,
6ad54e7b89fa86908aad327bdda0f2f9743ede89,156,lazy_rookie,exit,65,65
60af60c7e993683bdf7b58eca1f4ce38ac8470f7,156,enthusiastic_rookie,exit,9,9
3f4eb33b0a70fe7617f884d36e5a22909d03900c,156,workhorse,quiet_pro,365,
806653043eff25b1ad1376c015a28cfe2da293d2,156,enthusiastic_rookie,quiet_pro,365,
65c92d1f11c78450cc05be6bf0449dbf0609fc9c,156,social_glue,exit,1,1
0eda086e8c32eb1aff5127355967d1b4fb3ccee4,156,overwhelmed_rookie,exit,7,7
99c705fc07a7a9026b49cd7853f378a8020bee63,156,snarky_rookie,exit,52,52
ca56d36b4ffb7b640aced6ff1779d2c1db3fb429,156,enthusiastic_rookie,quiet_pro,365,
fbacad290968d31fee5ae72432f80c36a726147b,156,lazy_rookie,exit,1,1
b9af89f761f8f99ecafa5ab09f19f5d08ab2bf3e,156,snarky_rookie,exit,64,64
a61c0eac9dbb8f54feae9e25843a05b4940af920,156,snarky_rookie,exit,1,1
8e5e57933cc6cde4c219ec3541f44cf7322aff57,156,emerging_leader,exit,79,79
6134e277706bcb295e02206b496cc886197b1f92,156,workhorse,exit,23,23
5eff1c694a1e24d943ca578d2b39b3d2fea4c94d,156,lazy_rookie,exit,1,1
e81c3d6b3a7bccd00b25cdd90d6d1b5226d783ff,156,burned_idealist,exit,1,1
cb9fea895ef4a91c528dc6799c135c3cec82933c,156,social_glue,exit,11,11
fd8c21b7c71277c2b70736ecbea35dbd335ad14c,156,snarky_rookie,exit,81,81
59bea1e7fd524477aa5ca0c608a056e5c0e8630c,156,enthusiastic_rookie,quiet_pro,365,
817d02fdc46a8a9992a473aff99ead089a6e15a0,156,quiet_pro,exit,64,64
b239803eb0021d7b99b455990b39ecfd46d78203,156,enthusiastic_rookie,quiet_pro,365,
d283106c54c740184a1df52f00dca4cc92fb7418,156,enthusiastic_rookie,exit,69,69
b5c9e3744859b77ae7d7cc5b60ec7da7a0dcf7b8,156,overwhelmed_rookie,exit,27,27
403f45910050dcfc3334f11eec6a6768f6e7e000,156,workhorse,quiet_pro,365,
733e8b65af4b8085370653f0dbf212bef0c5a8ce,156,emerging_leader,quiet_pro,365,
bf3a2d2c58e85da5c65ea5cfed90295b6fe3ca5c,156,enthusiastic_rookie,exit,10,10
5a24956ebd60e07967eddee6f7a91d026a34d56f,156,cynical_anchor,exit,19,19
61ee8d6c61d089780991bb0ea6390c546dfed610,156,enthusiastic_rookie,quiet_pro,365,
edbc9b5c2bfd6529225f3c1d4084fd80b26b42ab,156,lazy_rookie,exit,1,1
3103d6aeeb907e5eecea11fd13d92a8286bbdda7,156,overwhelmed_rookie,exit,1,1
4bece391b8b9d6586a27b419b4e09fbe112738fb,156,lazy_rookie,exit,1,1
708fb8ecbe27448cb5934b62510a37673cfba6d1,156,snarky_rookie,exit,9,9
5784c381ee595aeeac8df52780aa4055bd831fbb,156,enthusiastic_rookie,exit,78,78
a589cc192639c83da10165d96d9110a984617c52,156,enthusiastic_rookie,quiet_pro,365,
75817079ade4a03c0ecfc9e296767b57c93a8207,156,social_glue,exit,39,39
b803fcaee68169d284f43b4c8f8033ccd1886276,156,enthusiastic_rookie,exit,56,56
7a65206724d1beacf9e1d3609178e3f3b32849ad,156,enthusiastic_rookie,exit,15,15
49b4ab758f175df659e343ba2238c64d07588f88,156,snarky_rookie,exit,9,9
56999bcf53497e10b2284749cde7fafb3b34a4e7,156,snarky_rookie,exit,73,73
61c26ad46d291c460950b493381e12e37008deba,156,workhorse,quiet_pro,365,
2c81e9d1888f5a13e649d078c10d8e5e41348dc6,156,ghoster_in_training,exit,1,1
265efd20f567540ddc076832312def5c04fb10ac,156,enthusiastic_rookie,quiet_pro,365,
d8935fe5f6b882b8d3f73b8ef93041eea9afb838,156,workhorse,quiet_pro,365,
644c8065a1ca058d607219c359bea320438d24bd,156,workhorse,exit,1,1
e5906f925ba001cd8e830d17f6fef7f15caa9760,156,snarky_rookie,exit,64,64
b5e7a240cd60e3bef9829c4c792862cb9a77b44f,156,workhorse,quiet_pro,365,
f6b3b7d4b3fe887ff51a5dfab3f38358ec1038c1,156,social_glue,quiet_pro,365,
f6b106bba35b27139a14737b23457f513d04de21,156,lazy_rookie,exit,17,17
47d180a14356dcafa310646f68e585082cfed270,156,ghoster_in_training,exit,1,1
e50f19623f9596f099b9842169ac6ed323151cc1,156,snarky_rookie,exit,1,1
014fc7072ff04ea52946d62f69a6a3bdfb5f077f,156,social_glue,quiet_pro,365,
aa38eeac67b4dafa436ec7bda6364f11b48fe5e2,156,burned_idealist,exit,1,1
10997e792c4bb40b858be5a89dd614b7201b386f,156,snarky_rookie,exit,1,1
921ce67741f0a50d4d19fccbcf007553e6be1a12,156,snarky_rookie,exit,15,15
119328b91ac8476be6e0f84565722966a765351d,156,lazy_rookie,exit,68,68
19b617051c56d2f67b6ff35989b3ae68f6cbd93b,157,lazy_rookie,exit,20,20
cd68006109d0708ef84651f436da43b655695e65,157,enthusiastic_rookie,quiet_pro,365,
038bdc5a8714ee39f581ee98943ba7435f57f002,157,lazy_rookie,exit,4,4
c47a0cf061d5a2acbc40a6f88b506f437ab737c5,157,lazy_rookie,exit,9,9
6255a70ab1937816c498f52bb66f1d346d31fd7b,157,snarky_rookie,exit,8,8
85bbd8e15a176c648afb7187b78e581d41d22a80,157,workhorse,quiet_pro,365,
bbbf2df29662ca33c5b5fb22db7c5fd29aa4d9a7,157,overwhelmed_rookie,exit,1,1
253f7cda5fe3b080349b9ecbc532d69f3f29bbe8,157,overwhelmed_rookie,exit,43,43
777c78567c4fc74d4561a21eb0e11feb5d507e5b,157,workhorse,exit,27,27
7233597f3d3860e7912fc762eef719f4192dc91a,157,enthusiastic_rookie,exit,34,34
df3fefa9b6520b5fb97c1a64b40bd51925a3fa64,157,overwhelmed_rookie,exit,1,1
daba39f7869dd9168b83aca51f080750619da3f7,157,lazy_rookie,exit,1,1
212f08293abe465d3f3bd8d477ebefd5914a6c9a,157,enthusiastic_rookie,exit,68,68
2bdf02506b0cb70d776e02773610e7e963be84dc,157,workhorse,quiet_pro,365,
15b695048b6bb81b894f00a8879f472f42421678,157,workhorse,quiet_pro,365,
9e79babf7b1bc90e615a472759d643156f9dd09b,157,lazy_rookie,exit,19,19
fc8717c7515b7ef68f42db34792deccba7233d23,157,ghoster_in_training,cynical_anchor,365,
dc68eab8d5afc829af6f5dea8be141bdebbfd700,157,social_glue,quiet_pro,365,
6031734d4d433d2099aa2bed66bcf937a600a99e,157,lazy_rookie,lazy_rookie,365,
5fc10d74fb40071ba2b2608da6f80ddf222674db,157,enthusiastic_rookie,exit,1,1
f1dcbc12f252271d2d42eb2a5b59122726dfe5d0,157,enthusiastic_rookie,exit,30,30
2e20069f01c089e02c73e6f0590a1c319ae2c114,157,quiet_pro,exit,29,29
a8aa260c21117f9c6b676cc59ab1ae76a55b9ab9,157,lazy_rookie,exit,1,1
a63fe2d4faef546f88768850723d80ca20d0d117,157,enthusiastic_rookie,quiet_pro,365,
26451b67d5086fd9e5a52b687516dae313c85bba,157,ghoster_in_training,exit,1,1
8b21d5cbf0314e5a93b131680b082a1db1a142c7,157,enthusiastic_rookie,exit,158,158
a5429dcdf188b966ea21bf10f0f2839569fd883d,157,social_glue,quiet_pro,365,
ad7c9d017906d94af88a17e1caddde9dabe14b14,157,overwhelmed_rookie,exit,1,1
f8bd9d31b1aeec6c21a63206f92856a95bdce504,157,snarky_rookie,exit,17,17
15f6cb948e60fa1ee13326cfb4b5507443d4b982,157,snarky_rookie,exit,11,11
e6193249625e2a00c2861d618664aacbfec7d210,157,ghoster_in_training,exit,35,35
1f889df51be48f6c41c842585e3919808d834eac,157,overwhelmed_rookie,cynical_anchor,365,
2e41fad832ac25966b564464cbabc925b4a4c74d,157,enthusiastic_rookie,exit,1,1
34bab827d76ab756aaf2fa75f2d73cf5690bda40,157,snarky_rookie,exit,1,1
1d23b5585b487b2a4078c16c49a1ed623fdb7de9,157,workhorse,quiet_pro,365,
ffc81aec69b9020ec66266a9b4ea0d4926bac079,157,snarky_rookie,exit,10,10
26cb6f566c6743330581e91b989a0c02aac1bd91,157,social_glue,quiet_pro,365,
4493bccf2e1e29ed406e77aa3d7c8d2eab41c6a3,157,quiet_pro,quiet_pro,365,
40460fd709e819b978a8d862002e59c5b110a6a5,157,enthusiastic_rookie,exit,1,1
41e71a113d6e99ac132026776169c02d8cb3156c,157,lazy_rookie,exit,76,76
281102e7dc53c988e8742afd8e8b5efdc4ecf169,157,snarky_rookie,snarky_rookie,365,
e8cc201e664dcc6428c4145fd48678511ac08318,157,enthusiastic_rookie,exit,16,16
db43ef706dc4b499ac942a6469f3c93a8603c102,157,enthusiastic_rookie,exit,15,15
c9958f3da089abef450aaf07eb78293c1755ca11,157,lazy_rookie,exit,49,49
8258a3e3c81d1782068ecfd48f7f9858d773558a,157,enthusiastic_rookie,exit,27,27
24b84423fbe7d7ce21fd64e49af56e80fc045832,157,enthusiastic_rookie,quiet_pro,365,
7b80abebc1cfb47118bbb3c562df0fb249b9ac11,157,workhorse,quiet_pro,365,
a86ce99ee33552fd092c968f0558dc47f10c94c9,157,workhorse,exit,15,15
5926ef11a131c020fe5bb36de111dccb9ed98fbe,157,burned_idealist,exit,22,22
9acfc711793cc490e015a69511eeeb7087d18bdc,157,enthusiastic_rookie,quiet_pro,365,
17a8c80f337a87877d6f32160e1bce8f6bac0c88,157,enthusiastic_rookie,exit,17,17
e5a99af38223386f67dec70d7e3330d0022de135,157,enthusiastic_rookie,quiet_pro,365,
8850bc25894b442c0a28154fe293a4fc4ec7467d,157,overwhelmed_rookie,exit,5,5
a253ee02ad6c1c09c43ce50210751658b0c2058b,157,social_glue,exit,344,344
cbe96bbbe324b3c584e8bda483887a05899bdd8b,157,emerging_leader,quiet_pro,365,
4e79bc320db585a40260f5a35daf08a3d8ba259f,157,overwhelmed_rookie,exit,1,1
fe0d263d7046f984426cc5fe2602105bb12704ea,157,lazy_rookie,exit,92,92
41138f133331f0daed5d2a6bd2ddd00f80e9695a,157,social_glue,exit,277,277
fcc1bec38dc02bcb775e9805aaff635e7f905c92,157,enthusiastic_rookie,exit,202,202
411dc2085f0609fa83c9aeeb4761877e88b847fe,157,burned_idealist,exit,1,1
c90efc60e4e32b62498855e1df57dc5f31711cd6,157,workhorse,quiet_pro,365,
fa4794a0c552ece2dc0cc8005ad672dac62991ae,157,social_glue,exit,3,3
cce85bd513a50cd1c6874c2317820eba4e8bd973,157,snarky_rookie,exit,41,41
bd26f7a90163cb94a35bb64c0002354f573a9180,157,snarky_rookie,exit,1,1
63f97d620062d8a5209a370766c8ed662d1285e0,157,lazy_rookie,exit,41,41
eca00cca97dfd17e40860ab1a00407482877eb4d,157,snarky_rookie,exit,1,1
7fa1f504c01f4470760df0c153a86e142b2878fd,157,snarky_rookie,snarky_rookie,365,
be039b4db205ff77cc0d300e5bd4dffbf3e7267a,157,snarky_rookie,exit,1,1
c1b4324c741b7717d528bd3171383c5d250eb9cb,157,snarky_rookie,exit,66,66
619da7881db2b854047fc253b5b79881e04a343b,157,lazy_rookie,exit,22,22
1f7ac4b7939f86e7674f0776633367e9876f3c1f,157,overwhelmed_rookie,exit,5,5
061849d82a394786d46d65f9e91a9cb252d4d56a,157,workhorse,exit,49,49
08a826c67576db18977c03a4d0f576aab94a41c1,157,burned_idealist,exit,1,1
5a645f44a64bac207b5a0abc2840274726bf16d3,158,burned_idealist,exit,11,11
b58c5ea6910414db5ecf2ae0787b46cd46fb35f1,158,enthusiastic_rookie,quiet_pro,365,
4cb746c40fd297ec38bdb5d2b1133ce33a78624e,158,overwhelmed_rookie,exit,1,1
b43b3382992320f2a6212f209802700d5f734929,158,ghoster_in_training,exit,91,91
d5ee6379897322039034a876e1581fb3ee1c36c4,158,enthusiastic_rookie,quiet_pro,365,
451defe2b604f96cb205973794cffb9d1b9b1c68,158,enthusiastic_rookie,quiet_pro,365,
fa1589cd19a522bcd43c537743421b6bd727ff20,158,snarky_rookie,exit,177,177
6c06af6d54bd5da52fc5589a1796ccad1e25a172,158,lazy_rookie,exit,49,49
91b6cf1fbb2762f5f2fe9900157987e48dd7b901,158,emerging_leader,quiet_pro,365,
bf3e32ff0ee2814a78fe7c0e318be6fd61f561a6,158,enthusiastic_rookie,exit,140,140
65cf74b85f9d7a4e75d396da2a45afdfd11142b4,158,workhorse,exit,1,1
74955d756f406c44d6eea527fc3a23c892a58635,158,burned_idealist,exit,1,1
f4c2803d6ab179ef5ec545ab211e28d1a38be79b,158,workhorse,quiet_pro,365,
a79e3c8e4a89ff8dbe1b6862cf12673a3da33969,158,overwhelmed_rookie,exit,77,77
fb8e309b8459ed0daff1466dad211e09c3a4da79,158,workhorse,exit,20,20
c3eab2bb9fd267c07c86a3f81c40f7ff3f3b8985,158,enthusiastic_rookie,quiet_pro,365,
b4127152bdc37734f3e91b4493df2a3552c6cb6a,158,enthusiastic_rookie,exit,16,16
8985a934fc6d87810e997667ef4030087a8f4266,158,enthusiastic_rookie,quiet_pro,365,
b3541c04a68d017a976f402398fbb587f2df53a5,158,enthusiastic_rookie,quiet_pro,365,
8d63cf6eb6e0d1d47a5fdc826e0cb8fcafcee96c,158,snarky_rookie,exit,121,121
0c1f85a105305dc017f2c62d7d3f1ff73c3d294c,158,enthusiastic_rookie,exit,64,64
cfdbf1ad50360481ff65b7026fc8e3ee19351d10,158,overwhelmed_rookie,exit,1,1
3cdeef913fb6fd79de0d2fd0ff6e2c03688ec61a,158,enthusiastic_rookie,exit,1,1
22f78bdb5a24cdc1c7761732515dadaa0e5f91e1,158,ghoster_in_training,exit,1,1
bbe418d8fb38268a56b6f4b7b27f05ebc22542e8,158,snarky_rookie,exit,37,37
6b726d03d9a9c5c7d3f38ea6b283378a3d3d5c3b,158,lazy_rookie,lazy_rookie,365,
ab5f9cc49dd9c338dad043344b046a88722da323,158,lazy_rookie,exit,1,1
3d0ebfc9ae3c9555ca71499cfbd67ae625732833,158,cynical_anchor,exit,1,1
54cc68dc7402afc70747fcd6dc8357eaf3025860,158,enthusiastic_rookie,exit,1,1
f42c7b75ee45cd2725dcfe69a1899b56fc1bb2bd,158,burned_idealist,exit,1,1
2062b35612b9f528e214004727d999c21a45f314,158,overwhelmed_rookie,exit,19,19
0f6c15d1bbeb712c2921c483bedead810038a5e1,158,workhorse,quiet_pro,365,
de7f88b0d1578ffa5eb2d0ae2cb33a5def03ba0b,158,ghoster_in_training,exit,158,158
9b81d45bef1dc21dcbcc22b74688747e86a877d7,158,overwhelmed_rookie,exit,1,1
7f743a6804d5fbad7d7154085920aa8f44b19f65,158,cynical_anchor,exit,89,89
d9838c24b9358e8478f331c5835481251f45d7f2,158,snarky_rookie,exit,1,1
f75706eea9a4d212323eec080fb524e006256ca3,158,workhorse,exit,1,1
42f26c03c8cfd21ed58ac8c30b47e8e47b5f2569,158,overwhelmed_rookie,exit,32,32
3b56c77d8ba6ccfd35b1d555e16bb0c5f2708d7d,158,cynical_anchor,cynical_anchor,365,
3b5b9f7f7f6cdf3e40ecc17945b0016040eaf6af,158,lazy_rookie,exit,10,10
017b0bf1afb4ef78d3a2b0f7282ce52a0b58c7dc,159,lazy_rookie,exit,159,159
8d9716d138171d488224b855649e495c4153bbbe,159,lazy_rookie,exit,38,38
5ca2f17a0a755be5e3ab05743d354212db28192a,159,enthusiastic_rookie,exit,21,21
83dea4aeb33039ae77a5a309ef30f2210beb4466,159,enthusiastic_rookie,quiet_pro,365,
73586b815f743aca0bd8331592c4228e6b5282f0,159,enthusiastic_rookie,quiet_pro,365,
2b6ab29ecfea03a0c1996660d6afca9ebfe93488,159,workhorse,exit,31,31
5584f01123357719a7a0994e0ea84435b3cb8b1e,159,enthusiastic_rookie,exit,58,58
670feda584f66a8b8fe832008f3cec957f43001b,159,enthusiastic_rookie,exit,90,90
4a3650ee95360ea02b34a219844432b8f0ed0113,159,snarky_rookie,exit,15,15
d049475076f75a34813f07fbfd2964aca21f228c,159,social_glue,quiet_pro,365,
e808014e98c4cd00c9fcd44881817ed726deb9a5,159,workhorse,quiet_pro,365,
4b51d61f4023e965dd0b1e355993dfd677f80519,159,overwhelmed_rookie,exit,70,70
cc5ad0de8546381dcc49844cbed31949ff0f1414,159,emerging_leader,exit,73,73
e72209317f8c5cb1c2399524819b33bfbce24a37,159,burned_idealist,exit,3,3
7aeeb65a05e2b1a7fb1c421d9ef49bba5abf5e95,159,ghoster_in_training,exit,23,23
cf67f173046b4b37853a61c8d420b8935e8508c3,159,snarky_rookie,exit,57,57
c7dc5113895ef1683411056a8dbc33314474925d,159,emerging_leader,quiet_pro,365,
056a3857395792e0f1a4ecf14c1a8c6c06ac5205,159,workhorse,quiet_pro,365,
fe6e71016f17f8128934ecbd142d14ba23364e01,159,enthusiastic_rookie,quiet_pro,365,
51691bc2250b9e224c1a22237988164900784347,159,enthusiastic_rookie,exit,26,26
c4dd7542cfbdf4993e714c8048537fe4c2c6b320,159,enthusiastic_rookie,quiet_pro,365,
244089b1e8f843a67d290a62ad386444d1f453df,159,enthusiastic_rookie,exit,1,1
9ccfc97fffbba0595f71fc6366e507d8225b62db,159,enthusiastic_rookie,quiet_pro,365,
8b3b335cdc79399e44557bb655a8099d3c51adf6,159,enthusiastic_rookie,quiet_pro,365,
a4255ddeacd996cfdb120609a968d59df4652f79,159,overwhelmed_rookie,exit,1,1
4414f8e1d4aa51b701d5504be9ae60145b147eee,159,workhorse,exit,84,84
f7f5fda9f91f4f66601a58212ea0f798491ed286,159,workhorse,exit,305,305
